Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
7005335803,7005335803,Exact solutions for shock waves in dilute gases,"Uribe, F.J.| Velasco, R.M.",2.0,56013833500| 7005335803,2019.0,2019-08-28,Physical Review E,100,2,-,023118,ISSN-24700045,21100855841.0,Journal,American Physical Society,English,1.03,29,4.2,10,0.958,18,0.71,14.0,18.0,0.71,8.41,27.0,38.0,0.0,0.0,"Uribe, F.J., Velasco, R.M. (2019).Exact solutions for shock waves in dilute gases. Physical Review E,100(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85072124662&origin=resultslist,10.1103/PhysRevE.100.023118,Article,,2-s2.0-85072124662,31574705,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,56013833500,7005335803,-,-,Mexico,1.0,2613| 3104| 3109,Statistics and Probability| Condensed Matter Physics| Statistical and Nonlinear Physics,2| 4,Engineering & Technology| Natural Sciences,431| 213| 439| 344,Mathematics| Data Science| Physics & Astronomy| Statistics & Operational Research,37,Physical Sciences,49| 51| 40,Mathematical Sciences| Physical Sciences| Engineering,-,-,-,Lattice-Boltzmann Models in Fluid Dynamics Applications,1075,23.676,Kinetic Theory and Non-Classical Fluid Dynamics,13034,78.713,Definitive,2019.0,18.0,N/A,"Uribe, F.J.| Velasco, R.M.",Universidad Autónoma Metropolitana,Mexico,0
7005335803,7005335803,Shock-wave structure based on the Navier-Stokes-Fourier equations,"Uribe, F.J.| Velasco, R.M.",2.0,56013833500| 7005335803,2018.0,2018-04-30,Physical Review E,97,4,-,043117,ISSN-24700045,21100855841.0,Journal,American Physical Society,English,1.26,19,4.3,7,0.992,18,0.58,9.0,16.0,1.01,7.91,31.0,29.0,0.0,0.0,"Uribe, F.J., Velasco, R.M. (2018).Shock-wave structure based on the Navier-Stokes-Fourier equations. Physical Review E,97(4) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85046642852&origin=resultslist,10.1103/PhysRevE.97.043117,Article,,2-s2.0-85046642852,29758625,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,56013833500,7005335803,-,-,Mexico,1.0,2613| 3104| 3109,Statistics and Probability| Condensed Matter Physics| Statistical and Nonlinear Physics,4| 2,Natural Sciences| Engineering & Technology,431| 439| 213| 344,Mathematics| Physics & Astronomy| Data Science| Statistics & Operational Research,37,Physical Sciences,51| 49| 40,Physical Sciences| Mathematical Sciences| Engineering,-,-,-,Lattice-Boltzmann Models in Fluid Dynamics Applications,1075,23.676,Kinetic Theory and Non-Classical Fluid Dynamics,13034,78.713,Definitive,2018.0,16.0,N/A,"Uribe, F.J.| Velasco, R.M.",Universidad Autónoma Metropolitana,Mexico,0
7005335803,7005335803,Shock-wave structure according to a linear irreversible thermodynamic model,"Velasco, R.M.| Uribe, F.J.",2.0,7005335803| 56013833500,2019.0,2019-02-27,Physical Review E,99,2,-,023114,ISSN-24700045,21100855841.0,Journal,American Physical Society,English,1.03,29,4.2,10,0.958,18,0.76,14.0,10.0,0.95,8.41,40.0,30.0,0.0,0.0,"Velasco, R.M., Uribe, F.J. (2019).Shock-wave structure according to a linear irreversible thermodynamic model. Physical Review E,99(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85062479513&origin=resultslist,10.1103/PhysRevE.99.023114,Article,,2-s2.0-85062479513,30934270,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,7005335803,56013833500,-,-,Mexico,1.0,2613| 3104| 3109,Statistics and Probability| Condensed Matter Physics| Statistical and Nonlinear Physics,2| 4,Engineering & Technology| Natural Sciences,344| 439| 213| 431,Statistics & Operational Research| Physics & Astronomy| Data Science| Mathematics,37,Physical Sciences,51| 49| 40,Physical Sciences| Mathematical Sciences| Engineering,-,-,-,Lattice-Boltzmann Models in Fluid Dynamics Applications,1075,23.676,Kinetic Theory and Non-Classical Fluid Dynamics,13034,78.713,Definitive,2019.0,10.0,N/A,"Velasco, R.M.| Uribe, F.J.",Universidad Autónoma Metropolitana,Mexico,0
7005335803,7005335803,A study on the Holian conjecture and Linear Irreversible Thermodynamics for shock-wave structure,"Velasco, R.M.| Uribe, F.J.",2.0,7005335803| 56013833500,2021.0,2021-01-01,Wave Motion,100,-,-,102684,ISSN-01652125,12517.0,Journal,Elsevier B.V.,English,1.12,26,3.8,24,0.529,39,0.52,10.0,9.0,0.88,10.2,38.0,32.0,0.0,0.0,"Velasco, R.M., Uribe, F.J. (2021).A study on the Holian conjecture and Linear Irreversible Thermodynamics for shock-wave structure. Wave Motion,100",https://www.scopus.com/record/display.url?eid=2-s2.0-85096686355&origin=resultslist,10.1016/j.wavemoti.2020.102684,Article,,2-s2.0-85096686355,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,7005335803,56013833500,7005335803,-,Mexico,1.0,2604| 2605| 2611| 3100,Applied Mathematics| Computational Mathematics| Modeling and Simulation| General Physics and Astronomy,4,Natural Sciences,439| 431,Physics & Astronomy| Mathematics,37,Physical Sciences,49| 51,Mathematical Sciences| Physical Sciences,4901| 4903| 5103,Applied mathematics| Numerical and computational mathematics| Classical physics,-,Lattice-Boltzmann Models in Fluid Dynamics Applications,1075,23.676,Kinetic Theory and Non-Classical Fluid Dynamics,13034,78.713,Definitive,2021.0,9.0,N/A,"Velasco, R.M.| Uribe, F.J.",Universidad Autónoma Metropolitana,Mexico,0
7005335803,7005335803,Magnetic field effect on charged Brownian swimmers,"Sandoval, M.| Velasco, R.M.| Jiménez-Aquino, J.I.",3.0,55633444300| 7005335803| 56013891800,2015.0,2015-09-14,Physica A: Statistical Mechanics and its Applications,442,-,321-328,16368,ISSN-03784371,29115.0,Journal,Elsevier B.V.,English,1.08,25,3.3,18,0.677,35,1.42,23.0,8.0,0.29,6.9,46.0,56.0,0.0,0.0,"Sandoval, M., Velasco, R.M., Jiménez-Aquino, J.I. (2015).Magnetic field effect on charged Brownian swimmers. Physica A: Statistical Mechanics and its Applications,442321-328",https://www.scopus.com/record/display.url?eid=2-s2.0-84944104671&origin=resultslist,10.1016/j.physa.2015.08.051,Article,,2-s2.0-84944104671,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,55633444300,56013891800,55633444300,-,Mexico,1.0,2613| 3104,Statistics and Probability| Condensed Matter Physics,4| 2,Natural Sciences| Engineering & Technology,213| 431| 439| 344,Data Science| Mathematics| Physics & Astronomy| Statistics & Operational Research,37,Physical Sciences,49,Mathematical Sciences,4901| 4902,Applied mathematics| Mathematical physics,-,Collective Control Systems in Robotic Networks,314,90.647,Dynamics and Applications of Active Matter Systems,5003,98.39,Defensible,2015.0,8.0,N/A,"Sandoval, M.| Velasco, R.M.| Jiménez-Aquino, J.I.",Universidad Autónoma Metropolitana,Mexico,0
7005335803,7005335803,Einstein Relation for Electrons in an Electric Field,"Uribe, F.J.| Velasco, R.M.",2.0,56013833500| 7005335803,2016.0,2016-01-01,Journal of Statistical Physics,162,1,242-266,-,ISSN-00224715,28574.0,Journal,"Springer Science and Business Media, LLC",English,0.93,33,2.7,23,0.959,28,2.22,32.0,5.0,0.16,6.43,54.0,64.0,0.0,0.0,"Uribe, F.J., Velasco, R.M. (2016).Einstein Relation for Electrons in an Electric Field. Journal of Statistical Physics,162(1) 242-266",https://www.scopus.com/record/display.url?eid=2-s2.0-84952979135&origin=resultslist,10.1007/s10955-015-1386-7,Article,,2-s2.0-84952979135,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,56013833500,7005335803,56013833500,-,Mexico,1.0,2604| 2610| 3104| 3109,Applied Mathematics| Mathematical Physics| Condensed Matter Physics| Statistical and Nonlinear Physics,4,Natural Sciences,439| 431,Physics & Astronomy| Mathematics,37,Physical Sciences,51| 49,Physical Sciences| Mathematical Sciences,-,-,-,Synthetic Biology Models in Metabolic Engineering,560,70.7,Quantum Insights into Nonequilibrium Thermodynamics,3785,95.428,Very Good,2016.0,5.0,N/A,"Uribe, F.J.| Velasco, R.M.",Universidad Autónoma Metropolitana,Mexico,0
7005335803,7005335803,The vehicle length effect on the traffic flow fundamental diagram,"Marques, W.| Méndez, A.R.| Velasco, R.M.",3.0,16421080200| 56002716100| 7005335803,2021.0,2021-05-15,Physica A: Statistical Mechanics and its Applications,570,-,-,125785,ISSN-03784371,29115.0,Journal,Elsevier B.V.,English,1.16,24,7.1,5,0.891,19,1.24,21.0,5.0,0.48,8.38,51.0,49.0,0.0,0.0,"Marques, W., Méndez, A.R., Velasco, R.M. (2021).The vehicle length effect on the traffic flow fundamental diagram. Physica A: Statistical Mechanics and its Applications,570",https://www.scopus.com/record/display.url?eid=2-s2.0-85100625400&origin=resultslist,10.1016/j.physa.2021.125785,Article,,2-s2.0-85100625400,-,Universidade Federal do Paraná| Universidad Autónoma Metropolitana,602040| 505017,Academic,2.0,60015043| 60024080| 60028381,Universidade Federal do Parana| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana -Unidad Iztapalapa,16421080200,7005335803,56002716100,-,Mexico| Brazil,2.0,2613| 3104,Statistics and Probability| Condensed Matter Physics,2| 4,Engineering & Technology| Natural Sciences,431| 344| 213| 439,Mathematics| Statistics & Operational Research| Data Science| Physics & Astronomy,37,Physical Sciences,49,Mathematical Sciences,4901| 4902,Applied mathematics| Mathematical physics,SDG 3,Traffic Control Systems for Enhanced Transport Efficiency,567,83.192,Traffic Flow Models for Enhanced Stability Control,546,99.144,Definitive,2021.0,5.0,N/A,"Marques, W.| Méndez, A.R.| Velasco, R.M.",Universidade Federal do Paraná| Universidad Autónoma Metropolitana,Mexico| Brazil,0
7005335803,7005335803,Multi-class fundamental diagrams from the Prigogine-Herman-Boltzmann equation,"Méndez, A.R.| Marques, W.| Velasco, R.M.",3.0,56002716100| 16421080200| 7005335803,2019.0,2019-08-20,Physica Scripta,94,11,-,115008,ISSN-00318949,29122.0,Journal,Institute of Physics Publishing,English,1.01,30,3,22,0.53,39,0.48,12.0,4.0,0.33,9.0,57.0,57.0,0.0,0.0,"Méndez, A.R., Marques, W., Velasco, R.M. (2019).Multi-class fundamental diagrams from the Prigogine-Herman-Boltzmann equation. Physica Scripta,94(11) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85074567240&origin=resultslist,10.1088/1402-4896/ab241e,Article,Green,2-s2.0-85074567240,-,Universidade Federal do Paraná| Universidad Autónoma Metropolitana,602040| 505017,Academic,2.0,60024080| 60015043| 60028381,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidade Federal do Parana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,56002716100,7005335803,56002716100,-,Mexico| Brazil,2.0,2610| 3104| 3107,"Mathematical Physics| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,49| 51,Mathematical Sciences| Physical Sciences,-,-,-,Traffic Control Systems for Enhanced Transport Efficiency,567,83.192,Traffic Flow Models for Enhanced Stability Control,546,99.144,Definitive,2019.0,4.0,N/A,"Méndez, A.R.| Marques, W.| Velasco, R.M.",Universidade Federal do Paraná| Universidad Autónoma Metropolitana,Mexico| Brazil,0
7005335803,7005335803,Exact solutions for shock waves in polyatomic dilute gases,"Velasco, R.M.| Marques Jr, W.| Uribe, F.J.",3.0,7005335803| 16421080200| 56013833500,2024.0,2024-01-01,Molecular Physics,122,19-20,-,e2281598,ISSN-00268976,26990.0,Journal,Taylor and Francis Ltd.,English,0.59,57,3.6,50,0.322,65,0.34,7.0,4.0,0.64,6.29,32.0,41.0,0.0,0.0,"Velasco, R.M., Marques Jr, W., Uribe, F.J. (2024).Exact solutions for shock waves in polyatomic dilute gases. Molecular Physics,122(19-20) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85177744027&origin=resultslist,10.1080/00268976.2023.2281598,Article,,2-s2.0-85177744027,-,Universidade Federal do Paraná| Universidad Autónoma Metropolitana,602040| 505017,Academic,2.0,60014923| 60015043,Universidad Autónoma Metropolitana| Universidade Federal do Parana,7005335803,56013833500,7005335803,-,Mexico| Brazil,2.0,1304| 1312| 1606| 3104,Biophysics| Molecular Biology| Physical and Theoretical Chemistry| Condensed Matter Physics,4| 5| 2,Natural Sciences| Life Sciences & Medicine| Engineering & Technology,507| 249| 439| 409,Biological Sciences| Engineering - Petroleum| Physics & Astronomy| Chemistry,32| 37,Life Sciences| Physical Sciences,34,Chemical Sciences,3407| 3406,Theoretical and computational chemistry| Physical chemistry,-,Lattice-Boltzmann Models in Fluid Dynamics Applications,1075,23.676,Kinetic Theory and Non-Classical Fluid Dynamics,13034,78.713,Definitive,2024.0,4.0,N/A,"Velasco, R.M.| Marques Jr, W.| Uribe, F.J.",Universidade Federal do Paraná| Universidad Autónoma Metropolitana,Mexico| Brazil,0
7005335803,7005335803,Nonlinear transport coefficients from Grad’s 13–moment approximation,"Uribe, F.J.| Velasco, R.M.",2.0,56013833500| 7005335803,2023.0,2023-06-01,Meccanica,58,6,1099-1108,-,ISSN-00256455,14471.0,Journal,Springer Science and Business Media B.V.,English,0.92,32,4.7,30,0.508,37,0.59,20.0,3.0,0.17,11.62,49.0,69.0,0.0,0.0,"Uribe, F.J., Velasco, R.M. (2023).Nonlinear transport coefficients from Grad’s 13–moment approximation. Meccanica,58(6) 1099-1108",https://www.scopus.com/record/display.url?eid=2-s2.0-85136210956&origin=resultslist,10.1007/s11012-022-01565-x,Article,,2-s2.0-85136210956,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,56013833500,7005335803,56013833500,-,Mexico,1.0,2210| 2211| 3104,Mechanical Engineering| Mechanics of Materials| Condensed Matter Physics,2| 4,Engineering & Technology| Natural Sciences,433| 222| 439,Materials Science| Engineering - Mechanical| Physics & Astronomy,36| 37,Engineering| Physical Sciences,49| 40,Mathematical Sciences| Engineering,4901| 4017| 4019,Applied mathematics| Mechanical engineering| Resources engineering and extractive metallurgy,-,Lattice-Boltzmann Models in Fluid Dynamics Applications,1075,23.676,Kinetic Theory and Non-Classical Fluid Dynamics,13034,78.713,Definitive,2023.0,3.0,N/A,"Uribe, F.J.| Velasco, R.M.",Universidad Autónoma Metropolitana,Mexico,0
7005335803,7005335803,The Entropy Density Behavior across a Plane Shock Wave,"Velasco, R.M.| Uribe, F.J.",2.0,7005335803| 56013833500,2023.0,2023-06-01,Entropy,25,6,-,906,ISSN-10994300,13715.0,Journal,MDPI,English,0.89,34,4.9,10,0.541,34,0.6,9.0,1.0,0.1,9.57,65.0,73.0,0.0,0.0,"Velasco, R.M., Uribe, F.J. (2023).The Entropy Density Behavior across a Plane Shock Wave. Entropy,25(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85163817143&origin=resultslist,10.3390/e25060906,Article,Gold|Green,2-s2.0-85163817143,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,7005335803,56013833500,7005335803,-,Mexico,1.0,1710| 2208| 2610| 3100| 3101,Information Systems| Electrical and Electronic Engineering| Mathematical Physics| General Physics and Astronomy| Physics and Astronomy (miscellaneous),2| 4,Engineering & Technology| Natural Sciences,212| 249| 439| 221,Computer Science & Information Systems| Engineering - Petroleum| Physics & Astronomy| Engineering - Electrical & Electronic,37| 38| 36,Physical Sciences| Computer Science| Engineering,51| 49,Physical Sciences| Mathematical Sciences,-,-,-,Lattice-Boltzmann Models in Fluid Dynamics Applications,1075,23.676,Kinetic Theory and Non-Classical Fluid Dynamics,13034,78.713,Definitive,2023.0,1.0,N/A,"Velasco, R.M.| Uribe, F.J.",Universidad Autónoma Metropolitana,Mexico,0
7005335803,7005335803,Explicit exact solutions for plane shock waves in dilute polyatomic gases,"Uribe, F.J.| Velasco, R.M.| Marques, W.",3.0,56013833500| 7005335803| 16421080200,2024.0,2024-11-01,Studies in Applied Mathematics,153,4,-,e12776,ISSN-00222526,26951.0,Journal,John Wiley and Sons Inc,English,1.36,16,4,23,1.125,14,0.59,6.0,0.0,0.0,4.56,70.0,70.0,0.0,0.0,"Uribe, F.J., Velasco, R.M., Marques, W. (2024).Explicit exact solutions for plane shock waves in dilute polyatomic gases. Studies in Applied Mathematics,153(4) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85207235769&origin=resultslist,10.1111/sapm.12776,Article,,2-s2.0-85207235769,-,Universidade Federal do Paraná| Universidad Autónoma Metropolitana,602040| 505017,Academic,2.0,60028381| 60015043,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidade Federal do Parana,56013833500,16421080200,56013833500,-,Mexico| Brazil,2.0,2604,Applied Mathematics,4,Natural Sciences,431,Mathematics,37,Physical Sciences,49,Mathematical Sciences,4901,Applied mathematics,-,Lattice-Boltzmann Models in Fluid Dynamics Applications,1075,23.676,Kinetic Theory and Non-Classical Fluid Dynamics,13034,78.713,Definitive,2024.0,0.0,N/A,"Uribe, F.J.| Velasco, R.M.| Marques, W.",Universidade Federal do Paraná| Universidad Autónoma Metropolitana,Mexico| Brazil,0
